Gender,Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Study_Hours_per_Week,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Male,24,98.06,87.99,63.07,58.17,71.23,7.23,64.95,22.9,Medium,4,7.5
Female,19,87.51,63.67,42.59,67.28,75.91,1.77,64.61,25.9,Low,7,8.2
Female,19,81.56,49.57,68.16,77,58.83,6.68,52.67,24.6,Low,5,8.8
Female,18,65.82,50.57,85.19,59.82,53.07,2.79,52.54,14.9,Medium,2,4.3
Male,20,58.05,95.13,87.4,97.63,68.39,2.61,83.43,28.3,Low,9,4.7
Male,21,70.47,46.64,69.94,94.86,75.31,3.25,59.31,27.5,Low,2,8
Male,22,83.08,92.01,45.75,51.65,88.27,5.2,96.18,11.7,Low,2,8.4
Male,24,,72.65,62.88,78.1,75.05,8.04,92.12,8.1,Medium,3,4
Male,22,69.13,42.34,95.93,89.47,89.13,4.99,67.44,27.3,Medium,4,8.7
Male,18,80.66,67.87,53.78,62.27,55.77,2.98,69,23.6,Low,7,6.3
Male,24,90.69,89.05,59.19,76.19,53.2,8.84,66.36,12.8,Medium,5,6.3
Male,24,51.31,83.57,84.81,70.3,57.94,0.55,54.62,12.6,Low,7,8.4
Male,22,72.53,69.33,84.01,59.83,88.6,7.97,51.57,13.1,Low,1,5.4
Female,20,,91.6,94.73,80.74,87.97,7.84,72.61,26.5,Low,4,6.9
Female,18,77.31,47.22,63.29,99.68,57.07,2.54,97.15,11,Low,2,5.7
Male,20,82.57,94.6,70.88,68.26,51.55,1.98,95.86,21.3,Low,6,4.6
Male,18,75.83,90.79,68.04,77.62,84.26,8.75,90.49,25.9,High,2,5.8
Male,22,99.59,82.5,95.67,66.39,92.76,5.59,81.43,14.7,High,4,4.9
Male,18,52.73,89.07,86.16,93.85,87.71,0.46,92.81,6.5,Medium,5,6.6
Female,19,74.55,72.63,89.89,,60.14,8.91,75.75,24,Low,8,6.6
Female,24,54.57,80.51,47.99,58.94,79.19,3.49,59.01,5.5,Medium,5,6.2
Male,21,57.99,73.64,87.51,95,87.87,3.42,84.21,25.8,Medium,2,4.9
Female,22,69.15,61.33,65.98,57.58,62.79,6.43,96.03,14,Low,10,4.6
Female,23,57.78,74.13,41.4,54.77,76.39,6.61,50.98,25,Low,8,4.5
Male,21,98.18,55.45,43.61,82.65,65.72,3.53,62.57,18.6,Medium,8,4.6
Male,22,97.34,66.42,80.67,69.3,61.28,1.43,63.27,14,Low,10,5.5
Male,21,66.81,56.85,62.32,76.54,98.48,5.52,54.95,27.5,Medium,1,4
Male,19,81.99,47.37,92.09,82.63,95.63,6.25,61.27,24.2,Low,9,4.3
Female,21,76.69,59.31,84.06,52.64,72.28,8.6,69.2,7,Medium,8,6.4
Male,18,90.78,91.12,41.3,64.65,56.84,4.84,96.99,28.3,Medium,1,4.9
Female,21,81.37,62.86,81.21,73.05,86.4,6.46,93.01,16.7,Medium,9,5.3
Male,22,50.01,84.88,51.54,63.33,62.79,0.54,97.3,8.7,Low,9,5.8
Female,23,88.16,50.51,65.35,52.45,58.43,8.95,56.03,24.3,High,8,4.2
Male,23,87.34,65.47,77.48,54.33,69.08,3.27,51.4,17.9,Low,10,5.1
Male,20,75.49,46.89,92.36,90.09,76.49,6.32,55.49,21.8,Medium,7,7.9
Female,24,95.15,48.32,67.37,95.57,54.87,9.16,95.71,22.4,Low,6,5.7
Female,21,95.42,77.05,88.51,57.61,78.59,8.11,57.87,9.9,Low,5,4.9
Female,23,76.2,76.45,86.98,,50.77,6.38,78.63,29.3,Medium,6,5
Male,21,80.4,52.8,64.87,82.61,94.59,7.04,61.38,7.6,Low,1,8.9
Female,24,99.83,68.47,70.06,97.71,96.04,9.21,51.03,20.1,Medium,1,4.7
Female,23,64.94,91.8,82.03,64.98,86.65,8.12,54.23,8.7,Medium,9,8.5
Female,24,66.23,50.45,41.87,92.76,73.33,6.1,85.49,26.9,High,6,4.4
Female,21,59.14,41.15,93.45,75.3,62.74,6.59,59.12,9.3,High,3,8.4
Female,22,94.79,79.12,86.19,97.83,87.21,1.47,61.46,16,Low,9,6.5
Female,21,87.22,43.21,54.96,56.81,96.59,4.7,68.86,7.2,Low,3,7
Female,24,55.28,98.8,98.87,,57.93,3.01,82.86,16.2,Medium,9,5.2
Female,22,99.09,76.58,50.76,72.05,73.29,4.32,73.47,5.1,Low,5,8.5
Female,22,86.55,68.22,94.85,97.65,65.76,6.62,97.23,16.1,Medium,1,6.9
Male,20,92.53,65.8,59.47,72.93,67.84,1.49,71.71,22.2,Low,5,7.4
Male,23,,74.38,85.79,76.5,70.29,0.17,59.96,9.6,Medium,10,6.8
Female,18,75.25,45.44,67.38,90.24,97.59,3.97,76.81,18.8,Medium,2,4.6
Male,22,84.93,95.8,84.19,86.13,62.93,3.22,72.54,16.9,Medium,2,8.2
Male,24,77.15,77.54,49.35,80.98,74.63,4.2,89.36,13.4,Low,1,4.9
Female,23,83.33,51.04,56.17,70.85,97.57,9.31,96.76,21.8,Low,10,5.5
Female,19,,73.75,45.99,89.62,73.8,7.07,91.81,29.9,Low,4,7.3
Female,21,68.72,48,91.91,97.41,93.18,3.27,69.45,28.4,Medium,4,4.5
Female,24,92.43,41.05,57.78,50.49,52.94,1.79,60.81,29.3,High,5,8.7
Female,19,58.15,77.83,81.67,79.39,97.65,6.18,95.72,5.5,Medium,4,4.6
Female,24,63.54,78.91,89.21,93.3,59.38,6.58,69.3,11.4,High,2,7.3
Male,21,52.17,75.02,94.09,82.66,99,4.84,88.51,28.1,Low,5,7.2
Female,20,68.22,51.01,46.38,90.04,58.78,2.13,99.48,6.2,Medium,8,7.5
Male,24,69,76.21,93.58,94.75,72.22,0.29,78.87,14.1,High,6,6.2
Female,22,90.26,43.39,51.84,87.55,65.43,2.66,73.99,21.3,Low,5,5.9
Female,18,82.66,76.55,84.21,,71.66,4.57,84.99,29.6,High,7,8.9
Male,22,71.84,73.24,83.73,98.24,62.53,7.88,59.7,11.9,Medium,1,8.1
Female,21,82.61,79.32,40.51,93.18,98.27,8.54,74.41,24.1,High,6,6.4
Female,24,52.64,93.73,53.24,90.77,65.29,4.13,65.62,21.5,Low,2,4.9
Male,18,59.01,91.02,69.51,54.32,82.66,7.96,58.21,20.3,Medium,5,8.5
Female,22,81.35,98.84,65.2,,56.87,9.93,80.51,23.6,Low,10,7.2
Male,18,82.07,98.57,95.11,77.84,91.22,7.17,78.79,11.3,Low,4,4.7
Female,21,88.71,86.34,61.58,85.48,77.13,7.29,88.06,13.5,High,7,4.9
Female,20,70.15,97.39,96.22,65.16,98.97,9.1,93.65,19,Medium,9,6.7
Male,20,86.13,92.04,67.57,54.67,71.17,3.38,61.02,16,Medium,9,6.5
Female,24,,83.65,97.86,65.55,59.77,0.11,88.99,23,Medium,10,6
Male,22,,44.52,84.24,,67.3,9.87,68.37,25,Medium,1,6.1
Male,19,60.76,42.94,89.76,93.87,86.85,4.9,81.44,18.2,High,7,4.9
Male,21,77.58,90.26,46.29,95.65,82.96,7.86,92.51,14.8,High,7,5.3
Female,22,80.09,69.38,75.17,68.94,88.92,8.12,62.81,27.8,Medium,5,6.5
Female,22,99.93,88.88,48.56,68.63,53.67,3.98,80.05,23.7,High,8,4.3
Male,20,60.06,58.78,57.86,70.34,79.02,5.41,74.02,21.8,Low,10,5.8
Female,24,76.16,63.86,77.41,68.79,96.61,5.4,89.53,6.4,Low,4,5.1
Female,18,67.31,82.01,83.57,83.31,55.4,2.2,84.86,18.2,Low,1,4.9
Female,21,76.29,94.92,42.35,67.92,54.72,1.18,88.48,8,High,4,4.7
Male,18,61.61,45.27,71.86,51.02,85.83,5.44,64.4,21.5,Medium,2,4.7
Female,23,52.38,91.69,73.92,71.95,65.76,1.2,85.22,12.5,High,3,4.8
Male,23,78.63,87.58,44.73,61.21,82.93,3.46,80.29,23.5,Low,4,5.9
Female,21,66.79,58.93,70.04,51.44,77.27,1.86,72.83,24.5,Low,7,4.5
Female,24,59.1,61.31,82.83,73.54,99.3,7.07,68.92,12.5,Medium,9,8.5
Male,19,66.2,42.79,43.19,60.3,94.45,8.72,66.58,29.4,Low,4,6.5
Female,23,52.46,40.94,85.62,72.64,83.9,5.78,50.48,17.9,High,2,6.5
Male,20,97.52,68.62,74.59,63.89,63.08,4.1,58.48,10.4,Medium,10,5.1
Female,19,79.06,45.73,89.99,80.19,63.1,9.97,52.95,24.4,Medium,10,8.3
Male,22,90.74,51.64,53.08,99.54,94.11,0.21,92.42,24,Medium,4,8.1
Female,23,71.16,90.81,90,77.36,79.27,3.04,93,15.3,Medium,8,4.2
Female,20,95.17,74.26,45.67,82.34,89.46,2.79,92.31,21.5,Medium,2,7.7
Female,22,74.17,78.02,64.23,95.96,72.49,3.56,90.9,5.5,Low,8,4.9
Male,19,78.7,51.25,51.97,68.7,55.15,2.31,61.07,12.3,High,5,6.8
Male,21,74.59,89.72,92.56,,66.63,2.64,74.59,27,Medium,2,8.4
Male,22,86.66,92.08,82.3,64.14,58.06,2.58,95.39,10.8,Low,8,8.7
Female,18,78.33,71.4,41.52,70.14,89.09,5.06,87.99,27.6,Medium,2,4.9
Male,21,63.58,94.75,40.57,82.25,85.03,3.91,50.09,19.5,Medium,4,8.7
Male,21,57.28,90.69,57.47,50.23,54.42,6.39,72.97,27.6,High,2,4.3
Male,19,80.31,83.88,48.6,92.67,81.07,5.14,50.53,8.3,High,6,8.5
Male,19,74.46,84.04,77.82,53.8,93.71,1.83,64.03,16.6,Low,3,7.9
Male,20,54.8,46.32,79.83,95.03,84.87,8.1,71.79,12.4,Low,7,8.6
Male,20,69.78,56.25,96.52,97.47,75.56,4.72,94.64,27.2,Low,6,5.8
Male,18,75.74,44.01,97.12,99.51,65.59,1.53,82.72,13.5,Low,1,8.7
Male,21,91.34,40.52,79.53,,94.35,1.67,68.12,19.7,Medium,9,8.1
Male,24,53.81,49.5,40.34,57.09,71.14,7.97,74.53,25.7,Medium,7,5.6
Male,18,67.42,92.83,61.54,85.31,92.77,7.03,90.87,10.7,High,1,5.7
Female,18,91.13,54.39,70.79,60.17,89.15,5.07,64.98,6.1,High,4,5.8
Female,24,82.42,98.21,69.95,94.86,90.81,3.06,80.75,17.4,Medium,4,6.9
Male,24,64.5,75.84,76.2,65.83,99.49,4.61,63.11,22.1,Medium,6,4.9
Female,24,92.27,54.24,97.63,66.34,87.44,6.36,74,23,Medium,3,6.2
Female,19,74.66,69.83,93.11,95.88,51.7,8.79,51.23,15.4,Medium,2,4.3
Male,18,74.92,53.15,46.53,50.66,60.27,5.56,92.61,7,Low,3,5.8
Male,18,98.83,99.04,55.96,59.7,51.76,2.77,52.42,15.1,Low,4,7.3
Male,22,97.36,90.84,89.99,,59.5,0.43,61.22,8,High,8,6.9
Female,24,67.93,41.57,89.46,85.04,53.07,1.75,66.68,6.8,Medium,8,5.6
Male,24,57.03,96.87,56.52,82.38,75.08,6.5,81.26,12.6,Medium,1,5.3
Female,20,66.28,83.26,83.84,83.47,51.41,1.6,86,24.4,High,9,5.6
Male,20,51.52,44.94,80.32,94,73.63,4.82,54.02,24.2,Low,4,4.3
Female,21,51.04,80.24,68.41,56.05,94.94,6.99,52.17,20.2,Medium,4,5.3
Female,20,69.78,78.82,52.09,76.11,87.43,3.08,89.95,25.7,Low,4,7.5
Male,23,,53.13,93.32,86.27,97.2,6.69,85.61,17.5,Medium,7,4.9
Male,21,93.57,85.51,80.67,81.81,61.33,5.81,91.58,11.1,Low,2,4.7
Female,24,75.57,45.22,50.14,72.42,76.55,4.39,83.83,19.2,Medium,7,8.2
Female,22,78.26,69.37,82.29,50.86,65.93,8.97,87.55,28.1,Low,10,5.2
Male,20,50.3,40.6,84.49,53.02,74.69,6.92,68.95,5.9,Medium,2,5.3
Male,22,60.78,98.12,93.21,55.95,77.85,3.61,79.51,29.1,High,3,6.3
Female,20,,85.09,53.37,67.16,51.81,8.04,90.27,23.6,Low,5,6.4
Male,20,87.73,49.53,99.33,55.88,61.66,7.38,58.61,22.2,Low,1,4.9
Female,22,57.28,60.5,49.2,71.3,85.24,7.92,71.14,20.3,High,8,6.8
Male,18,,49.63,76.04,58.93,88.65,6.41,87.02,11.4,Medium,6,7.5
Male,18,82.17,86,79.43,88.96,78.47,3.79,76.63,27.1,Medium,4,6.4
Male,18,61.47,43.53,65.14,93.57,63.54,3.49,84.08,29.3,Medium,3,8.5
Female,23,,90.42,68.5,69.48,70.25,6.54,64.64,28.1,Low,7,9
Male,18,81.38,96.53,93.45,75.57,54.8,1.31,51.62,7.7,Medium,6,6.6
Female,20,95.04,80.6,78.72,97.67,97.66,8.2,51.46,23.4,Low,9,8.9
Male,24,85.92,52.78,69.82,76.78,93.43,3.7,97.14,18.9,High,2,7.2
Female,19,,61.61,47.7,,53.28,6.3,97.23,24.7,Medium,6,6.6
Female,22,79.37,68.63,40.44,57.11,58.32,4.99,60.56,13.8,Low,10,8.4
Male,24,65.54,76.28,47.5,93.11,79.05,5.19,57.37,28.9,Medium,1,8.8
Female,19,99.96,80.12,97.37,74.86,61.62,7.38,50.91,12.8,Low,4,9
Female,24,87.44,73.25,85.85,51.14,96.72,6.27,61.56,23.4,Low,4,7.8
Female,23,80.72,61.08,98.03,98.61,87.78,2.5,66.72,17.6,Medium,9,6.4
Female,19,71.16,93.46,42.14,98.25,63.66,0.74,62.06,20.4,Low,9,5.5
Male,21,80.91,44.88,80.81,69.16,50.31,8.4,89.87,7.9,Medium,8,6.8
Male,18,67.08,67.98,42.66,97.71,89.97,8.85,87.47,20.3,High,8,7.9
Male,23,51.44,86.53,86.92,57.05,71.2,1.64,54.05,19.1,High,5,4.1
Female,24,69.75,43.65,62.86,84.01,82.12,3.09,84.87,23,Medium,3,5.3
Female,20,96.52,82.32,45.75,59.6,64.35,2.82,76.03,12.2,High,10,5.8
Male,18,81.32,89.18,74.08,62.33,57.14,9.37,56.61,25.8,Low,5,7.9
Male,18,54.2,79.65,56.81,88.97,83.77,2.05,86.98,28.6,Medium,10,7.1
Female,19,,40.78,79.57,68.87,72.52,1.67,54.3,27.1,Low,7,6.1
Male,21,63.44,50.81,79.49,50.36,61.76,1.82,58.86,14.8,Low,8,8.6
Male,18,62.19,60.53,82.3,70.71,56.88,7.3,57.46,24.1,Medium,8,6.7
Female,24,64.85,54.02,99.55,61.4,79.02,8.88,96.95,14.1,Low,2,7.6
Male,24,78.86,97.76,63.2,84.17,86.28,3.93,84.91,26.6,Low,7,7.3
Female,22,77.23,79.1,67.92,59.72,64.19,1.36,70.56,14.4,Low,4,8.3
Male,22,74.57,57.82,88.28,92.11,86.76,5.86,91.11,9.7,Low,4,8.1
Female,18,85.88,95.78,74.7,63.35,59.16,2.1,60.8,17.2,Low,9,8.9
Female,19,65.83,84.44,42.24,69.65,66.92,0.64,96.55,8.4,Low,7,5.9
Female,19,89.1,57.08,90.58,64.9,87.24,8.86,84.85,19.7,Low,5,4.8
Female,20,,62.73,43.09,82.2,83.01,8.71,77.98,19.4,High,5,7.8
Female,23,89.13,51.97,50.25,55.06,63.53,9.76,89.73,17.3,Low,7,8.4
Male,23,83.19,98.26,46.12,73.9,56.11,4.74,82.24,20.1,Low,9,4.3
Male,23,84.16,71.04,44.68,,52.12,2.94,94.36,29.4,Low,6,5.7
Male,21,74.08,93.76,41.54,,91.9,7.7,91.46,14.6,Low,10,8
Female,19,83.35,60.79,43.3,53.67,53.76,1.8,59.89,15.6,Low,7,7.4
Male,20,53.99,91.65,66.55,,55.74,2.43,61.98,11.9,Medium,4,7.8
Female,22,92.58,43.23,55.17,58.38,61.89,2.56,53.25,9.6,High,9,6.7
Female,24,52.78,98.93,47.59,54.43,72.28,9.52,61.01,12.2,Medium,8,5.9
Male,23,57.44,94.72,79.52,60.12,89.49,7.3,67.17,10.3,High,9,8.1
Female,22,78.84,61.79,53.57,55.13,62.37,1.34,51.44,15.8,Medium,5,6.8
Male,22,86.97,86.48,41.14,76.05,77.18,0.93,65.75,10.8,Low,1,6.6
Female,18,53.81,85.14,65.11,99.41,54.52,8.43,88.58,17.9,Medium,8,7.7
Female,21,,94.08,58.63,51.72,73.23,8.02,92.02,12.2,Medium,8,5
Male,20,,58.44,59.12,73.06,58.88,6.71,50.44,15.6,Low,7,6.9
Female,21,80.3,67.93,66.72,69.3,60.56,1.96,50.36,8.2,High,7,5.5
Male,18,74.06,91.9,80.13,66.98,68.34,4.8,57.32,9.1,High,5,4.1
Female,20,87.07,86.71,76.99,66.59,88.07,6.03,93.63,20.4,Medium,8,7.7
Male,20,66.42,63.61,96.24,94.75,87.2,9.32,73.46,19.1,Low,3,6.4
Female,19,,90.74,71.06,,70.75,1.69,99.15,9.3,Low,5,8.5
Male,21,95.81,42.82,68.35,88.75,55.93,5.15,94.37,12.4,Medium,10,6.5
Male,21,97.78,86.92,52.8,62.65,64.03,1.58,94.51,10.5,Low,10,4.1
Female,19,96.35,52.41,85.32,69.16,75.27,4.44,56.42,24.9,Low,9,6
Male,22,63.12,57.17,48.45,71.01,93.47,2,73.76,14.1,Low,8,4.9
Female,18,61.62,69.59,69.47,65.24,98.41,8.36,99.68,15.1,Medium,9,8.6
Female,21,64.88,66.98,65.28,54.68,81.87,2.55,57.45,21.6,Medium,8,6.2
Male,19,72.07,71.23,79.5,55.72,67.53,4.17,78.71,13.1,Medium,6,6.6
Male,24,65.71,72.69,95.06,64.91,84.67,4.08,67.21,14.4,Low,7,5.8
Male,20,68.71,59.89,96.8,91.09,66.81,8.66,69.39,24.9,High,6,6.6
Male,23,81.03,50.51,50.07,56.73,81.27,7.58,94.54,24.9,Medium,2,4.4
Male,24,88.13,86.11,55.71,,62.19,0.58,79.4,20.1,Medium,1,6.3
Female,19,86.78,64,88.7,64.44,63.35,0.67,87.94,19,Medium,1,7.3
Male,23,90.72,70.35,71.1,94.17,53.76,5.51,83.66,9.5,Medium,7,5.9
Female,22,51.61,78.68,67.18,71.42,71.01,4.28,76.45,16.8,High,8,6
Male,18,52.39,94.58,82.64,58.59,80.91,2.76,89.59,11.9,Medium,1,8.2
Male,23,89.47,82.45,76.12,99.29,89.44,7.93,98.54,23.2,Medium,1,6.7
Male,22,76.65,42.73,98.24,58.83,90.52,1.29,98.34,20.7,Medium,7,6.9
Female,23,78.91,90.31,75.04,78.38,99.62,9.74,89.47,14.4,Low,5,5.5
Male,20,52.63,99.36,67.96,78.46,54.39,0.24,74.37,18.4,Low,9,6.4
Female,20,62.77,68.35,72.57,68.64,74.66,1.18,58.16,15.5,Medium,9,4.3
Female,20,81.92,98.18,88.51,97.57,76.07,3.11,52.22,8.7,Low,7,6.2
Female,20,92.96,72.84,76.76,92.19,90.23,5.09,61.57,24.5,Low,7,8
Male,19,95.85,67.58,78.82,91.49,63.32,2.16,67.01,27.5,Medium,2,4.8
Female,20,75.02,59.88,98.29,,53.47,7.36,56.49,28.3,Medium,2,7.8
Male,24,77.27,79.45,77.1,72.86,65.69,3.58,61.24,24.7,Medium,10,5.9
Female,20,91.65,53.79,62.82,54.86,99.2,0.39,54.18,25.5,Low,1,4.1
Male,24,76.88,46.3,81.48,88.27,94.97,8.78,76.18,6.4,Low,7,8.8
Female,19,75.84,41.63,79.57,69.04,69.76,9.44,56.32,24.5,Low,5,4.9
Male,20,95.25,57.54,40.83,59.52,93.81,6.19,87.14,12.6,High,1,5.7
Male,22,,63.75,68.04,74.16,51.64,8.07,66.63,8.4,Low,7,6.4
Male,22,95.45,73.12,84.57,96.29,65.71,1.21,83.6,18,Low,7,8.7
Female,21,60.91,57.56,69.94,58.57,86.34,2.69,94.13,19.3,Low,10,6.9
Female,22,76.22,99.04,86.78,92.43,61.07,3.25,54.3,17.1,High,3,8.5
Male,18,92.12,57.5,67.05,70.91,59.92,9.61,99.45,21.3,Medium,3,6.8
Female,18,55.56,66.46,99,,93.09,5.12,82.26,22.9,Low,4,5
Female,18,89.73,46.2,57.57,92.42,80.8,0.07,52.67,8.4,Low,7,6.8
Female,19,59.15,55.64,45.53,98.48,99.45,3.8,65.7,20.4,High,7,4.5
Female,22,,42.9,65.8,64.56,56.73,0.08,94.31,6.4,Low,8,4.6
Female,24,80.6,73.57,72.5,65.18,67.81,2.38,79.81,16.2,Medium,9,4.6
Female,18,59.66,85.06,60.95,69.53,65.56,4.55,64.36,7.5,Medium,5,4.1
Female,21,73.67,51.74,54.54,90.71,94.01,3.23,97.02,16.2,Medium,10,4.8
Male,19,84.1,62.07,80.32,50.52,62.76,0.33,89.36,9.4,High,8,5.8
Male,21,,41,62.63,61.2,67.67,1.16,86.78,23.4,Low,1,4.4
Female,22,71.36,90.37,77.88,85.29,57.14,5.51,94.42,27.5,High,2,4
Male,20,94.97,86.8,86.74,70.28,88.77,6.96,88.49,9.2,Medium,8,4.6
Male,21,75.96,43.8,85.66,66.51,61.89,4.05,64.34,23.4,High,8,8.7
Male,20,75.29,61.89,62.52,93.61,53.42,7.31,79.19,8.7,Low,9,6.6
Female,19,53.11,97.32,74.07,95.87,71.76,1.63,92.11,15.8,Low,7,6.2
Female,21,96.11,63.52,66.98,97.4,69.57,1.22,59.04,20.6,Low,8,6.4
Female,21,58.86,71.57,92.25,63.63,58.88,8.39,58.15,18.4,Medium,2,6.8
Female,23,76.42,61.31,92.73,95.63,56.68,3.39,57.95,6.4,Low,8,4.5
Female,19,90.18,75.77,60.62,86.85,94.83,4.32,59.71,14.1,High,3,6.9
Male,19,60.77,98.69,45.5,57.71,53.39,9.48,55.16,16.8,Medium,10,8.2
Female,18,,99.85,50.05,80.51,54.97,4.24,91.88,14.8,High,4,6.8
Male,22,62.03,86.48,62.02,51.32,62.25,0.03,90.92,21.6,Medium,7,8.4
Female,21,87.98,64.26,73.85,85.42,97.64,9.38,57.57,27.2,Medium,7,4.7
Male,21,78.22,69.67,79.41,86.68,54.27,0.14,85.28,21.7,Low,6,8.1
Female,24,,61.4,59.88,89.47,90.8,6.62,81.35,19.7,High,1,7.3
Female,19,94.73,99.13,80.05,58.63,94.6,3.23,63.81,8.7,Medium,9,7
Female,19,82.44,82.47,96.26,,68.89,4.7,61.37,13.7,Medium,3,6.9
Female,22,86.27,66.94,79.12,58.94,64.69,5.47,62.53,18.7,High,10,4.6
Female,19,77.46,40.73,49.51,97.33,83.87,4.08,86.53,28.4,High,4,7.2
Female,20,69.22,71.23,74.78,83.75,85.13,7.74,65.97,12.6,Low,2,6
Male,20,82.41,99.04,72.51,54.77,89,9.31,63.9,13.4,High,5,4.3
Female,23,95.41,71.38,92.24,,91.53,0.86,51.12,19.7,Low,6,5
Male,20,70.83,50.95,61.02,,63.42,8,95.41,27.5,Medium,6,6.2
Female,20,65.72,41.33,65.38,73.83,84.35,1.29,87.64,18.6,Low,1,9
Male,22,,61.28,75.92,,56.75,0.8,73.64,9.4,High,4,6.2
Male,21,71.77,95.09,71.47,64.04,75.54,9.56,97.15,6.9,Medium,10,4.7
Male,20,53.68,99.79,83.14,82.9,80.64,4.89,64.68,27.2,High,4,8.5
Male,23,74.92,96.72,42.42,58.85,58.09,1.53,83.74,21.7,Medium,3,4.2
Male,19,74.72,83.77,73.81,77.19,53.83,5.7,65.26,10.5,High,7,4.6
Male,20,79.42,73.49,47.3,97.89,59.74,2.63,65.73,23.1,High,4,6.4
Female,23,68.14,75.44,58.91,81.41,71.03,4.64,92.24,23,High,7,4.5
Male,22,80.66,72.34,79.7,52.5,94.39,6.25,89.35,24.3,Low,3,6.9
Female,24,93.91,82.42,49.44,99.44,76.6,8.69,64.71,27.3,Low,4,4.8
Female,24,97.77,65.13,58.53,57.84,87.42,0.03,54.07,8.8,Medium,3,7.3
Male,24,79.18,80.15,82.18,85.9,58.71,2.14,67.88,28.9,Low,4,4.6
Male,19,,47.3,79.05,76.63,55.3,0.96,88,30,High,10,8.1
Female,23,98.46,55.94,45.46,64.72,61.98,0.97,55.03,5.4,High,4,7.7
Male,20,85.29,90.16,74.64,58.87,65.69,9.46,83.61,7.3,Low,4,8.6
Male,21,,94.22,48.84,58.89,77.41,9.36,94.49,15.8,Low,3,4.3
Male,19,57.36,72.34,55.14,92.92,94.06,7.49,58.96,5.9,Medium,6,6.8
Male,19,57.17,41.9,67.55,93.65,71.3,6.43,93.11,23.4,Medium,5,7.5
Male,24,58.39,95.62,46.56,73.26,75.94,8.48,52.57,21.3,Medium,6,8.5
Male,21,52.28,82.12,99.62,55.18,50.23,0.58,83.34,24.4,Low,7,6.4
Male,24,,64.84,49.92,94.21,51.67,1.19,89.55,30,Low,4,8.8
Female,19,77.04,75.9,86.88,,54.19,3.17,72.24,28.3,Medium,9,4.6
Male,20,85,65.79,89.79,71.94,84.95,8.32,60.19,12.5,Medium,1,6.2
Female,24,91.41,67.92,99.67,70.37,74.31,4.72,96.24,14.9,Low,8,5.3
Female,24,89.58,93.21,65.72,68.25,59.65,5.04,51,24.4,Low,2,4.8
Female,24,94.13,49.67,92.45,76.3,79.63,2.29,77.75,14.7,Medium,3,5.4
Female,19,98.36,46.22,97.45,80.23,77.23,6.48,68.64,22.5,Medium,2,7.3
Male,20,71.95,40.16,50.37,73.32,54.44,8.88,73.05,28,High,10,6.4
Female,21,97.52,58.84,68.77,,82.02,3.3,76.83,15.1,Medium,6,4.9
Female,18,86.16,48.84,43.6,65.88,88.36,6.19,76.74,19,High,5,4.2
Female,21,53.53,53.2,77.24,,64.33,3.32,60.18,26,Low,7,8.6
Female,20,84.09,40.67,74.88,65,84.37,7.93,83.99,16.9,Medium,9,5.6
Female,22,,53.63,52.25,87.67,59.99,4.75,50.96,12.2,Medium,7,4.6
Male,24,95.29,59.96,87.87,,87.84,3.39,51.06,11.5,Medium,9,4.7
Male,21,68.65,41.89,42.24,59.43,95.59,4.2,73.92,6.8,Low,5,5.3
Female,22,79.25,76.47,88.37,90.06,72.09,0.91,77.1,13.3,Low,3,5.2
Male,22,50.61,74.13,41.6,,62.23,8.66,63.74,22.1,Medium,3,5.4
Male,20,66.6,45.82,79.41,81.29,69.96,9.58,77.58,6.5,Medium,4,5.1
Female,20,53.11,75.7,44.73,98.51,62.5,4.77,75.81,11.9,Low,2,6.2
Female,24,76.09,99.92,55.07,76.14,50.06,2.21,67.46,7.8,Low,3,7.8
Female,18,90.87,96.67,83.31,59.37,82.52,6.65,82.59,15.1,High,9,4.1
Male,23,,40.16,56.82,66.03,52.13,4.52,97.9,7.3,High,9,5
Female,19,,87.72,70.67,91.17,60.52,2.52,74.54,23.7,Low,8,7.6
Male,21,60.2,61.22,94.91,67.58,86.12,0.38,89.3,28.2,High,2,4.7
Male,20,56.03,43.82,42.98,86.18,83.29,8.9,62.38,9.8,Medium,9,7.7
Male,21,75.55,57.76,88.66,88.87,53.67,7.97,88.1,11.3,Medium,5,6.6
Female,23,53.96,59.3,43.92,75.06,83,8.29,82.45,9,Low,8,8.4
Male,23,,71.39,47.61,89.16,96.53,4.4,81.98,9.7,Medium,6,4.1
Female,24,51.57,79.67,47.16,65.85,53.73,7.53,94.65,12.8,High,2,7.9
Female,22,55.34,84.94,99.65,,70.78,5.81,61.67,12,Low,1,6.9
Female,24,77.5,54.75,50.81,84.33,86.47,3.75,68.42,14.6,Medium,4,6.3
Female,19,79.57,59.31,93.81,58.4,83.39,8.43,54.15,18.1,High,4,4.7
Female,18,51.45,58.5,99.46,63.68,61.33,9.99,86.31,23.2,High,7,5.2
Male,21,78.67,61.76,63.03,,58.15,8.99,92.19,27.1,Low,2,7.9
Male,19,91.93,99.98,77.86,,89.21,7.76,70.29,16.5,Medium,4,4.7
Male,18,86.12,86.68,86.75,74.67,97.81,7.48,67.84,27.7,Low,10,6.6
Male,21,56.56,98.5,63.56,,88.38,6.5,82.93,22,Medium,1,5
